gene_id	bp_length	symbol
25878	9794	MXRA5
25879	2641	DCAF13
2588	3023	GALNS
25880	1448	TMEM186
25884	2252	CHRDL2
25885	6965	POLR1A
25886	2267	POC1A
25888	4690	ZNF473
2589	4675	GALNT1
25890	9641	ABI3BP
25891	3696	PAMR1
25893	6440	TRIM58
25894	6970	PLEKHG4
25895	2840	METTL21B
25896	4571	INTS7
25897	4824	RNF19A
25898	4753	RCHY1
259	2040	AMBP
2590	5452	GALNT2
25900	4789	IFFO1
25901	1496	CCDC28A
25902	5712	MTHFD1L
25903	3415	OLFML2B
25904	3678	CNOT10
25906	2496	ANAPC15
25907	1859	TMEM158
25909	8846	AHCTF1
2591	4247	GALNT3
25911	799	DPCD
25912	2757	C1orf43
25913	4648	POT1
25914	7799	RTTN
25915	1691	NDUFAF3
25917	3980	THUMPD3
259173	5612	ALS2CL
2592	1638	GALT
25920	2566	NELFB
25921	4911	ZDHHC5
259217	6079	HSPA12A
25923	2600	ATL3
259230	4697	SGMS1
259232	8240	NALCN
259234	860	DSCR10
259236	1861	TMIE
259239	615	WFDC11
25924	5710	MYRIP
259240	659	WFDC9
259249	1190	MRGPRX1
25925	5097	ZNF521
25926	2454	NOL11
259266	11026	ASPM
25927	2663	CNRIP1
25928	2473	SOSTDC1
259282	13483	BOD1L1
259283	2140	MDS2
259285	1017	TAS2R39
259286	972	TAS2R40
259287	924	TAS2R41
25929	5404	GEMIN5
2593	2243	GAMT
25930	5263	PTPN23
259307	4962	IL4I1
259308	4298	FAM205A
25932	4434	CLIC4
25934	1810	NIPSNAP3A
25936	13220	NSL1
25937	5435	WWTR1
25938	8328	HEATR5A
25939	3189	SAMHD1
25940	4160	FAM98A
25941	5311	TPGS2
25942	10428	SIN3A
25943	7613	C20orf194
25945	6841	NECTIN3
25946	2709	ZNF385A
25948	3710	KBTBD2
25949	4221	SYF2
2595	6723	GANC
25950	1623	RWDD3
25953	3745	PNKD
25956	6725	SEC31B
25957	4920	PNISR
25959	5964	KANK2
2596	2104	GAP43
25960	6201	ADGRA2
25961	2296	NUDT13
25962	6646	KIAA1429
25963	5538	TMEM87A
25966	7667	C2CD2
2597	1892	GAPDH
25970	5591	SH2B1
25972	2171	UNC50
25973	2386	PARS2
25974	2850	MMACHC
25975	2432	EGFL6
25976	4530	TIPARP
25977	2593	NECAP1
25978	2628	CHMP2B
25979	2406	DHRS7B
25980	2765	AAR2
25981	13625	DNAH1
25983	1588	NGDN
25987	2831	TSKU
25988	3693	HINFP
25989	3179	ULK3
25992	10841	SNED1
25994	3055	HIGD1A
25996	1160	REXO2
25998	7344	IBTK
25999	3628	CLIP3
26	6695	AOC1
26000	3889	TBC1D10B
26001	1881	RNF167
26002	3327	MOXD1
26003	3582	GORASP2
26005	8716	C2CD3
26007	4297	TKFC
26009	4496	ZZZ3
26010	7133	SPATS2L
26011	13793	TENM4
26012	3848	NSMF
26013	9061	L3MBTL1
26015	4683	RPAP1
26017	1449	FAM32A
26018	5471	LRIG1
26019	6082	UPF2
26020	4429	LRP10
26022	1795	TMEM98
26024	5505	PTCD1
26025	4815	PCDHGA12
26027	5152	ACOT11
260293	2880	CYP4X1
260294	2047	NSUN5P2
26030	5565	PLEKHG3
26031	7185	OSBPL3
26032	5005	SUSD5
26033	9106	ATRNL1
26034	9302	IPCEF1
260341	2223	TFAMP1
26035	6176	GLCE
26036	14987	ZNF451
26037	10354	SIPA1L1
26038	9825	CHD5
26039	5086	SS18L1
26040	10972	SETBP1
260425	7377	MAGI3
260429	1978	PRSS33
26043	5336	UBXN7
260434	528	PYDC1
260436	565	FDCSP
26045	5628	LRRTM2
26046	8128	LTN1
26048	3252	ZNF500
26049	6483	FAM169A
26050	4446	SLITRK5
26051	7496	PPP1R16B
26052	8708	DNM3
26053	6693	AUTS2
26054	7580	SENP6
26056	5051	RAB11FIP5
26057	9744	ANKRD17
26058	10335	GIGYF2
26059	6713	ERC2
26060	6343	APPL1
26061	2502	HACL1
26062	983	HYALP1
26064	5856	RAI14
26070	936	DKFZP434K028
26071	1259	FAM127B
26073	2723	POLDIP2
26074	5004	CFAP61
26077	1909	DKFZP434H168
26080	1962	FAM230C
26083	1210	TBC1D29
26085	2000	KLK13
26086	4958	GPSM1
26088	4759	GGA1
26090	2411	ABHD12
26091	10811	HERC4
26092	4054	TOR1AIP1
26093	2078	CCDC9
26094	4169	DCAF4
26095	3891	PTPN20
26097	5086	CHTOP
26098	6354	EDRF1
26099	3695	SZRD1
26100	6680	WIPI2
26102	5022	DKFZP434A062
26103	2301	LRIT1
26108	8501	PYGO1
26112	3399	CCDC69
26115	15033	TANC2
26118	4732	WSB1
26119	3211	LDLRAP1
26122	3641	EPC2
26123	3002	TCTN3
26127	3148	FGFR1OP2
26128	2545	KIF1BP
26130	9496	GAPVD1
26133	4782	TRPC4AP
26134	7493	RALGAPA1P1
26135	6764	SERBP1
26136	3618	TES
26137	5837	ZBTB20
26140	8132	TTLL3
26145	2511	IRF2BP1
26146	4176	TRAF3IP1
26147	4774	PHF19
26148	4545	C10orf12
26149	4451	ZNF658
2615	4446	LRRC32
26150	1405	RIBC2
26151	1875	NAT9
26152	3670	ZNF337
26153	6757	KIF26A
26154	9370	ABCA12
26155	5426	NOC2L
26156	5137	RSL1D1
26157	1442	GIMAP2
26160	6030	IFT172
26164	3011	MTG2
26166	5269	RGS22
26167	2922	PCDHB5
26168	3524	SENP3
2617	2749	GARS
261726	3307	TIPRL
261729	7459	STEAP2
26173	8343	INTS1
261734	9133	NPHP4
26184	985	OR1F2P
26188	945	OR1C1
26189	930	OR1A2
2619	2828	GAS1
26190	9448	FBXW2
26191	4090	PTPN22
262	3618	AMD1
2620	2604	GAS2
26205	4695	GMEB2
26206	2332	SPAG8
26207	6367	PITPNC1
2621	3903	GAS6
26211	1089	OR2F1
26212	942	OR2B6
26219	942	OR1J4
2622	4209	GAS8
26220	3925	DGCR5
26222	927	DGCR10
26223	2869	FBXL21
26224	3549	FBXL3
26225	3621	ARL5A
26226	2233	FBXW4P1
26227	4107	PHGDH
26228	1655	STAP1
26229	2054	B3GAT3
2623	1479	GATA1
26230	7462	TIAM2
26231	2350	LRRC29
26232	2147	FBXO2
26233	3310	FBXL6
26234	3897	FBXL5
26235	3751	FBXL4
26238	1650	LINC01558
26239	611	LCE2B
2624	3764	GATA2
26240	1618	FAM50B
26245	936	OR2M4
26246	1134	OR2L2
26247	925	OR2L1P
26248	951	OR2K2
26249	9984	KLHL3
2625	3070	GATA3
26251	1401	KCNG2
26253	2158	CLEC4E
26254	1444	OPTC
26255	609	PTTG3P
26256	2404	CABYR
26257	1803	NKX2-8
26258	4321	BLOC1S6
26259	5202	FBXW8
2626	3904	GATA4
26260	2471	FBXO25
26261	2859	FBXO24
26262	3227	TSPAN17
26263	4300	FBXO22
26266	2897	SLC13A4
26267	4755	FBXO10
26268	4979	FBXO9
26269	2563	FBXO8
2627	3945	GATA6
26270	1549	FBXO6
26271	2465	FBXO5
26272	2284	FBXO4
26273	7654	FBXO3
26275	1939	HIBCH
26276	2785	VPS33B
26277	2627	TINF2
26278	15860	SACS
26279	1970	PLA2G2D
2628	4405	GATM
26280	2985	IL1RAPL2
26281	1016	FGF20
26284	2756	ERAL1
26285	731	CLDN17
26286	2833	ARFGAP3
26287	1453	ANKRD2
26289	5601	AK5
26290	2135	GALNT8
26291	1307	FGF21
26292	2565	MYCBP
26297	1926	SERGEF
26298	5853	EHF
26301	3053	GBGT1
2631	2004	GBAS
2632	3172	GBE1
2633	3050	GBP1
26330	1492	GAPDHS
26333	930	OR7A17
26338	936	OR5L2
26339	952	OR5K1
2634	5153	GBP2
26341	942	OR5H1
2635	3371	GBP3
26353	2002	HSPB8
26354	2153	GNL3
26355	1413	FAM162A
2636	1092	GBX1
2637	1372	GBX2
2638	2266	GC
2639	2358	GCDH
2641	1294	GCG
2642	2718	GCGR
2643	3050	GCH1
2644	713	GCHFR
2645	3073	GCK
2646	2188	GCKR
26468	4354	LHX6
26469	3857	PTPN18
2647	1659	BLOC1S1
26470	3557	SEZ6L2
26471	912	NUPR1
26472	987	PPP1R14B
26476	1089	OR10J1
2648	3112	KAT2A
2649	7064	NR6A1
26492	915	OR8G2
26493	936	OR8B8
26494	936	OR8G1
26499	1460	PLEK2
265	835	AMELX
2650	6771	GCNT1
26502	3211	NARF
26503	3416	SLC17A5
26504	5198	CNNM4
26505	4916	CNNM3
26507	6627	CNNM1
26508	4203	HEYL
26509	7156	MYOF
2651	8109	GCNT2
26511	1150	CHIC2
26512	10239	INTS6
26515	2842	TIMM10B
26517	1995	TIMM13
26519	674	TIMM10
2652	5994	OPN1MW
26520	1078	TIMM9
26521	1144	TIMM8B
26523	7698	AGO1
26524	5704	LATS2
26525	2801	IL36RN
26526	1261	TSPAN16
26528	2293	DAZAP1
2653	1538	GCSH
26532	951	OR10H3
26533	942	OR10G3
26534	933	OR10G2
26538	1029	OR10H2
26539	1120	OR10H1
26548	1501	ITGB1BP2
2657	2558	GDF1
26575	1466	RGS17
26576	4684	SRPK3
26577	2030	PCOLCE2
26578	1322	OSTF1
26579	2650	MYEOV
2658	1955	GDF2
26580	2598	BSCL2
26586	4325	CKAP2
26589	5840	MRPL46
26595	942	OR8B2
266	844	AMELY
2660	2819	MSTN
26608	3144	TBL2
26609	967	VCX
2661	2451	GDF9
26610	2763	ELP4
2662	3204	GDF10
2664	3761	GDI1
26648	1020	OR7E24
2665	2495	GDI2
26658	960	OR7C2
26659	2138	OR7A5
266629	2372	SEC14L3
26664	963	OR7C1
266655	5734	LINC00094
266675	2096	BEST4
266697	2167	POM121L4P
266722	7804	HS6ST3
266727	9652	MDGA1
266743	3302	NPAS4
266747	3520	RGL4
2668	4267	GDNF
266812	1958	NAP1L5
26682	918	OR4F4
26686	942	OR4E2
26689	933	OR4D1
2669	2183	GEM
266917	1699	D21S2088E
266919	424	LINC00307
26693	948	OR2V1
266971	3776	PIPSL
266977	6807	ADGRF1
267	3600	AMFR
2670	5175	GFAP
267002	2830	PGBD2
267010	149	RNU12
267012	1421	DAOA
267020	799	ATP5L2
2671	2445	GFER
2672	2910	GFI1
2673	8703	GFPT1
26735	975	OR1L3
26737	933	OR1L1
2674	9595	GFRA1
26740	942	OR1J2
26747	3487	NUFIP1
2675	3330	GFRA2
26750	4545	RPS6KC1
26751	7580	SH3YL1
2676	1931	GFRA3
26762	1906	HAVCR1
26765	79	SNORD12C
26766	210	RNU105C
26767	209	RNU105B
26769	43	SNORD81
2677	7519	GGCX
26770	81	SNORD79
26771	72	SNORD102
26772	74	SNORD4B
26773	72	SNORD4A
26774	71	SNORD80
26775	132	SNORA72
26776	136	SNORA71B
26777	138	SNORA71A
26778	135	SNORA70
26779	132	SNORA69
2678	3227	GGT1
26780	133	SNORA68
26781	137	SNORA67
26782	133	SNORA66
26783	136	SNORA65
26784	134	SNORA64
26785	68	SNORD63
26786	172	SNORD62A
26787	73	SNORD61
26788	83	SNORD60
26789	75	SNORD59A
26790	66	SNORD58B
26791	65	SNORD58A
26795	63	SNORD54
26796	76	SNORD53
26798	70	SNORD51
26799	75	SNORD50A
268	2018	AMH
26800	71	SNORD49A
26802	77	SNORD47
26804	71	SNORD45B
26805	84	SNORD45A
26806	61	SNORD44
26807	62	SNORD43
26808	67	SNORD42B
26809	63	SNORD42A
2681	4500	GGTA1P
26810	70	SNORD41
26811	74	SNORD55
26812	66	SNORD37
26813	67	SNORD36C
26814	71	SNORD36B
26815	72	SNORD36A
26816	86	SNORD35A
26817	66	SNORD34
26818	83	SNORD33
26819	82	SNORD32A
26820	75	SNORD24
26821	200	SNORA74A
26822	92	SNORD14A
26824	135	RNU11
26827	105	RNU6-1
26828	116	RNU5F-1
26829	119	RNU5E-1
2683	4199	B4GALT1
26830	100	RNU5D-1
26831	117	RNU5A-1
26832	117	RNU5B-1
26834	141	RNU4-2
26835	144	RNU4-1
26855	138	RNU2-2P
2686	4490	GGT7
2687	2603	GGT5
26872	1486	STEAP1
26873	4388	OPLAH
2688	822	GH1
2689	1157	GH2
269	1863	AMHR2
2690	6143	GHR
2691	566	GHRH
2692	1941	GHRHR
2693	3089	GHSR
2694	1957	GIF
2695	711	GIP
26952	598	SMR3A
26953	4622	RANBP6
26958	4029	COPG2
26959	5613	HBP1
2696	2107	GIPR
26960	11720	NBEA
2697	3130	GJA1
26973	3397	CHORDC1
26974	2707	ZNF285
26984	4293	SEC22A
26985	5673	AP3M1
26986	2860	PABPC1
26993	2997	AKAP8L
26994	3074	RNF11
26995	1439	TRUB2
26996	2814	GPR160
26998	1891	FETUB
26999	7194	CYFIP2
27	13133	ABL2
270	2406	AMPD1
2700	5205	GJA3
27000	4823	DNAJC2
27004	8090	TCL6
27005	2355	USP21
27006	612	FGF22
2701	1857	GJA4
27010	3083	TPK1
27012	3620	KCNV1
27013	2387	CNPPD1
27018	1354	BEX3
27019	3546	DNAI1
2702	3292	GJA5
27020	2454	NPTN
27022	2068	FOXD3
27023	1713	FOXB1
2703	1366	GJA8
27030	8046	MLH3
27031	5561	NPHP3
27032	7314	ATP2C1
27033	1982	ZBTB32
27034	4355	ACAD8
27035	2529	NOX1
27036	1754	SIGLEC7
27037	3343	TRMT2A
27039	2982	PKD2L2
27040	2604	LAT
27042	8521	DIEXF
27043	3756	PELP1
27044	3665	SND1
2705	1733	GJB1
2706	2332	GJB2
27063	1974	ANKRD1
27065	3937	NSG1
27067	7824	STAU2
27068	2029	PPA2
27069	2458	GHITM
2707	2352	GJB3
27071	3429	DAPP1
27072	4988	VPS41
27074	3341	LAMP3
27075	1902	TSPAN13
27076	3295	LYPD3
27077	2026	B9D1
27079	2116	RPUSD2
27085	4599	MTBP
27086	15763	FOXP1
27087	3829	B3GAT1
27089	1585	UQCRQ
2709	1355	GJB5
27090	1691	ST6GALNAC4
27091	1103	CACNG5
27092	3430	CACNG4
27094	3495	KCNMB3
27095	1753	TRAPPC3
27097	6116	TAF5L
27098	2241	CLUL1
27099	2569	SND1-IT1
271	4925	AMPD2
2710	4792	GK
27101	3887	CACYBP
27102	4751	EIF2AK1
27106	2945	ARRDC2
27107	6252	ZBTB11
27109	2570	ATP5S
27111	2371	SDCBP2
27112	4019	FAM155B
27113	2095	BBC3
27115	5880	PDE7B
2712	1866	GK2
27120	1086	DKKL1
27121	818	DKK4
27122	3164	DKK3
27123	4133	DKK2
27124	4726	INPP5J
27125	10340	AFF4
27127	4274	SMC1B
27128	5415	CYTH4
27129	3368	HSPB7
2713	2232	GK3P
27130	4556	INVS
27131	4023	SNX5
27132	2657	CPNE7
27133	4987	KCNH5
27134	3383	TJP3
27136	3767	MORC1
27141	2446	CIDEB
27143	4569	PALD1
27145	6082	FILIP1
27146	3842	FAM184B
27147	4958	DENND2A
27148	4935	STK36
27151	8937	CPAMD8
27152	3403	INTU
27153	3072	ZNF777
27154	6038	BRPF3
27156	1742	RSPH14
27158	4877	NDOR1
27159	1837	CHIA
27160	769	INGX
27161	3500	AGO2
27163	4427	NAAA
27165	2818	GLS2
27166	1273	PRELID1
2717	1920	GLA
27173	3408	SLC39A1
27175	2099	TUBG2
27177	1869	IL36B
27178	838	IL37
27179	477	IL36A
27180	2020	SIGLEC9
27181	3880	SIGLEC8
27183	2176	VPS4A
27184	3892	DISC2
27185	13738	DISC1
27189	1045	IL17C
2719	2714	GPC3
27190	695	IL17B
27197	3349	GPR82
27198	2977	HCAR1
27199	2371	OXGR1
272	5710	AMPD3
2720	2836	GLB1
27201	4498	GPR78
27202	1725	C5AR2
27229	4244	TUBGCP4
27230	3939	SERP1
27231	1141	NMRK2
27232	1068	GNMT
27233	1664	SULT1C4
27235	2216	COQ2
27236	3230	ARFIP1
27237	4364	ARHGEF16
27238	1746	GPKOW
27239	3302	GPR162
27240	1321	SIT1
27241	5629	BBS9
27242	3642	TNFRSF21
27243	1438	CHMP2A
27244	3631	SESN1
27245	6619	AHDC1
27246	1949	RNF115
27247	1225	NFU1
27248	2582	ERLEC1
27249	1437	MMADHC
27250	3698	PDCD4
27252	3778	KLHL20
27253	8017	PCDH17
27254	2530	CSDC2
27255	4324	CNTN6
27257	1161	LSM1
27258	695	LSM3
27283	3394	TINAG
27284	1309	SULT1B1
27285	1807	TEKT2
27286	2190	SRPX2
27287	2412	VENTX
27288	2215	RBMXL2
27289	1665	RND1
2729	6224	GCLC
27290	368	SPINK4
27291	3565	R3HCC1L
27292	1671	DIMT1
27293	2342	SMPDL3B
27294	1081	DHDH
27295	5199	PDLIM3
27296	981	TP53TG5
27297	2923	CRCP
27299	2438	ADAMDEC1
273	5283	AMPH
2730	3074	GCLM
27300	4743	ZNF544
27301	2095	APEX2
27302	1584	BMP10
27303	8365	RBMS3
27304	3049	MOCS3
27306	1615	HPGDS
27309	1890	ZNF330
2731	3809	GLDC
27314	11066	RAB30
27315	2905	PGAP2
27316	5152	RBMX
27319	3397	BHLHE22
27324	3384	TOX3
27327	11529	TNRC6A
27328	11629	PCDH11X
27329	2951	ANGPTL3
2733	3521	GLE1
27330	8663	RPS6KA6
27332	8526	ZNF638
27333	2841	GOLIM4
27334	1790	P2RY10
27335	1246	EIF3K
27336	3133	HTATSF1
27338	1191	UBE2S
27339	2340	PRPF19
2734	9329	GLG1
27340	9549	UTP20
27341	6234	RRP7A
27342	6235	RABGEF1
27343	4704	POLL
27344	1057	PCSK1N
27345	4725	KCNMB4
27346	2568	TMEM97
27347	3274	STK39
27348	2769	TOR1B
27349	2093	MCAT
2735	3652	GLI1
27350	1109	APOBEC3C
27351	3794	DESI1
27352	3434	SGSM3
2736	7343	GLI2
2737	8315	GLI3
2738	1343	GLI4
2739	2046	GLO1
274	2948	BIN1
2740	3123	GLP1R
2741	1821	GLRA1
2742	3832	GLRA2
27429	2928	HTRA2
2743	3214	GLRB
27430	3882	MAT2B
27433	2533	TOR2A
27434	4195	POLM
27436	6100	EML4
27437	1381	HSFY1P1
27439	5069	CECR6
2744	10469	GLS
27440	4260	CECR5
27442	1914	CECR3
27443	6465	CECR2
27445	22686	PCLO
2745	1658	GLRX
2746	3984	GLUD1
2747	2335	GLUD2
2749	4069	GLUD1P3
275	2359	AMT
2752	5572	GLUL
2760	4096	GM2A
2762	1760	GMDS
2764	4125	GMFB
2765	723	GML
2766	1515	GMPR
2767	4145	GNA11
2768	5395	GNA12
2769	2387	GNA15
2770	3636	GNAI1
2771	4114	GNAI2
2773	4732	GNAI3
2774	7450	GNAL
2775	7923	GNAO1
2776	6452	GNAQ
2778	8261	GNAS
2779	3599	GNAT1
2780	1365	GNAT2
2781	3208	GNAZ
2782	3194	GNB1
2783	2262	GNB2
2784	2869	GNB3
2785	951	GNG3
2786	5312	GNG4
2787	806	GNG5
2788	4246	GNG7
279	1769	AMY2A
2790	1255	GNG10
2791	954	GNG11
2792	2309	GNGT1
2793	1190	GNGT2
2796	2150	GNRH1
2797	423	GNRH2
2798	5837	GNRHR
2799	5338	GNS
28	1579	ABO
280	6849	AMY2B
2800	4882	GOLGA1
2801	4341	GOLGA2
2802	10229	GOLGA3
2803	7952	GOLGA4
2804	11257	GOLGB1
2805	2525	GOT1
2806	2462	GOT2
280636	1294	C11orf31
280655	575	IGBP1P1
280657	1286	SSX6
280658	1340	SSX7
280659	1650	SSX8
280660	580	SSX9
280664	632	WFDC10B
2810	1315	SFN
2811	2501	GP1BA
2813	2431	GP2
2814	3493	GP5
2815	858	GP9
2817	3686	GPC1
2819	3437	GPD1
2820	6542	GPD2
2822	6281	GPLD1
2823	4416	GPM6A
28231	2776	SLCO4A1
28232	6145	SLCO3A1
28234	3505	SLCO1B3
2824	4198	GPM6B
2825	2650	GPR1
282566	450	LINC00515
2826	1244	CCR10
282616	734	IFNL2
282617	630	IFNL3
282618	856	IFNL1
282679	2397	AQP11
2827	2114	GPR3
282706	2481	DAOA-AS1
282763	1934	OR51B5
282770	906	OR10AG1
282775	939	OR5J2
2828	3047	GPR4
282808	1029	RAB40AL
282809	3622	POC1B
2829	1373	XCR1
282966	2978	C10orf53
282969	768	FUOM
282973	7470	JAKMIP3
282974	3711	STK32C
282980	2097	LINC00700
282991	2939	BLOC1S2
282996	7233	RBM20
282997	2015	PDCD4-AS1
283	1324	ANG
2830	1948	GPR6
283011	3662	FLJ37201
283025	4602	LINC01553
283033	2885	LINC00841
283038	3149	LOC283038
283045	2621	LOC283045
283050	5996	ZMIZ1-AS1
283070	2413	NA
283078	3639	MKX
283080	2148	C10orf126
283089	2500	WDR11-AS1
283092	1029	OR4C13
283093	1063	OR4C12
2831	987	NPBWR1
283102	1828	KRT8P41
283104	2708	SBF2-AS1
283106	1416	CSNK2A3
283111	966	OR51V1
283116	1359	TRIM49B
283129	1820	C11orf85
283130	3608	SLC25A45
283131	21760	NEAT1
283143	3150	LINC00900
283149	7739	BCL9L
283150	1228	FOXR1
283152	893	CCDC153
283159	927	OR8D1
28316	3068	CDH20
283160	936	OR8D2
283162	930	OR8B4
283165	1768	KIRREL3-AS3
283171	3547	C11orf44
283174	5306	MIR4697HG
283177	2737	LOC283177
283194	2603	LOC283194
283197	851	LINC00301
283208	3190	P4HA3
283209	8501	PGM2L1
283212	1938	KLHL35
283214	1504	LOC283214
283219	3378	KCTD21
283229	2840	CRACR2B
283232	2237	TMEM80
283234	7986	CCDC88B
283237	1507	TTC9C
283238	2239	SLC22A24
283248	2604	RCOR2
283254	1522	HARBI1
283267	3305	LINC00294
283284	4334	IGSF22
283297	995	OR10A4
283298	2903	OLFML1
2833	1868	CXCR3
283303	1879	MRGPRG-AS1
283310	8231	OTOGL
283314	5776	C1RL-AS1
283316	4612	CD163L1
283332	2340	LOC283332
283335	2863	LOC283335
283337	4256	ZNF740
283345	624	RPL13P5
283349	3516	RASSF3
283352	699	LOC283352
283358	4313	B4GALNT3
283365	945	OR6C6
283373	8656	ANKRD52
283375	2220	SLC39A5
283377	2105	SPRYD4
283383	6041	ADGRD1
283385	1211	MORN3
283392	3160	TRHDE-AS1
2834	1980	PRLHR
283403	1292	C12orf80
283404	1053	LINC00592
283416	1684	LINC01465
283417	4279	DPY19L2
283420	1673	CLEC9A
283422	3202	LINC01559
283431	2940	GAS2L3
283432	3719	LINC00485
283440	571	LOC283440
283446	4352	MYO1H
283450	16737	HECTD4
283455	17008	KSR2
283459	4346	GATC
283460	2455	HNF1A-AS1
283461	4378	C12orf40
283463	24767	MUC19
283464	7488	GXYLT1
283471	3334	TMPRSS12
283480	2386	FGF14-IT1
283481	1128	FGF14-AS2
283483	1967	LINC00551
283487	6322	LINC00346
283489	3818	CHAMP1
283491	2647	OR7E156P
2835	4849	GPR12
283507	1049	SUGT1P3
283514	3994	SIAH3
283518	1625	KCNRG
283521	4126	LINC00282
283537	5240	SLC46A3
283547	4662	LINC00639
283551	2686	LINC01588
283553	674	LINC00640
283554	3936	GPR137C
283571	3878	PROX2
283576	3408	ZDHHC22
283578	1891	TMED8
283579	646	C14orf178
283585	1763	LOC283585
283587	831	LINC01146
283596	1961	SNHG10
283598	1289	C14orf177
283600	1794	SLC25A47
283601	1627	LINC00523
283624	5715	LINC00641
283629	1738	TSSK4
283635	3508	FAM177A1
283638	8281	CEP170B
283643	2255	C14orf80
283651	2562	HMGN2P46
283652	4264	SLC24A5
283659	13251	PRTG
283663	2538	LINC00926
283673	2882	EWSAT1
283677	925	REC114
283683	1445	LOC283683
283687	2084	ST20-AS1
283688	2915	LINC00927
283692	2138	CPEB1-AS1
283693	1652	ACTG1P17
283694	1343	OR4N4
2837	1170	UTS2R
283726	3538	SAXO2
283731	2566	LOC283731
283738	2663	NTRK3-AS1
283742	6594	FAM98B
283748	3584	PLA2G4D
283755	5443	HERC2P3
283761	2388	LINC00928
283777	3298	FAM169B
283788	4147	LOC283788
2838	1252	GPR15
283807	3100	FBXL22
283820	4253	NOMO2
283847	2610	CCDC79
283848	2785	CES4A
283849	4677	EXOC3L1
283856	2678	LOC283856
283860	2243	LINC00304
283867	1760	LINC00922
283869	1016	NPW
283870	1127	BRICD5
283871	3136	PGP
283875	4186	LINC00514
283876	2442	LINC00921
283888	2614	IL21R-AS1
283897	2596	C16orf54
283899	1965	INO80E
283902	1078	HCCAT5
283914	3366	LINC01566
283922	2410	LOC283922
283927	2542	NUDT7
283932	3951	FBXL19-AS1
283933	2013	ZNF843
283948	2044	NHLRC4
283951	1482	C16orf91
283953	1023	TMEM114
283970	4509	PDXDC2P
283971	2697	CLEC18C
283982	1549	LINC00469
283985	2226	FADS6
283987	3949	HID1
283989	2135	TSEN54
283991	1589	UBALD2
283999	2491	TMEM235
284	5147	ANGPT1
2840	2599	GPR17
284001	9448	CCDC57
284004	3082	HEXDC
284009	576	LOC284009
284013	804	VMO1
284018	1566	C17orf58
284021	1740	MILR1
284023	2525	LOC284023
284029	2094	LINC00324
284034	2767	LINC00670
284040	2498	CDRT4
284047	9011	CCDC144B
284067	827	C17orf105
284069	2634	FAM171A2
284071	6800	MEIOC
284076	4647	TTLL6
284080	2533	LOC284080
284083	2127	C17orf47
284085	1950	KRT18P55
284086	2858	NEK8
2841	1819	GPR18
284110	2189	GSDMA
284111	5108	SLC13A5
284114	2076	TMEM102
284116	3804	KRT42P
284119	3634	PTRF
284123	609	FAM27E5
284124	3798	FLJ36000
284129	3053	SLC26A11
284131	4136	ENDOV
284161	3469	GDPD1
284184	566	C17orf89
284185	2970	LINC00482
284186	3320	TMEM105
284194	1246	LGALS9B
2842	3422	GPR19
284215	3220	DLGAP1-AS5
284217	12139	LAMA1
284233	2876	CYP4F35P
284252	8178	KCTD1
284254	2027	DYNAP
284257	3347	BOD1L2
284260	7910	LINC00907
284266	1598	SIGLEC15
284273	5816	ZADH2
284274	3544	SMIM21
284276	2243	LINC00908
284293	625	HMSD
284294	1713	LOC284294
284297	5119	SSC5D
284306	2786	ZNF547
284307	2899	ZIK1
284309	5568	ZNF776
284312	2355	ZSCAN1
284323	7507	ZNF780A
284325	2978	C19orf54
284338	2420	PRR19
284339	1779	TMEM145
284340	853	CXCL17
284344	1721	LOC284344
284346	2729	ZNF575
284348	2813	LYPD5
284349	2730	ZNF283
284352	3044	PPP1R37
284353	4687	NKPD1
284355	1908	TPRX1
284358	1943	MAMSTR
284359	1688	IZUMO1
284361	2353	EMC10
284365	936	MGC45922
284366	2122	KLK9
284367	1565	SIGLEC17P
284369	2183	SIGLECL1
284370	4179	ZNF615
284371	3876	ZNF841
284379	1225	LOC284379
284382	1434	ACTL9
284383	1056	OR2Z1
284385	1834	ZNF561-AS1
284390	2829	ZNF763
284391	2834	ZNF844
284395	2582	LOC284395
2844	1595	GPR21
284402	427	SCGB2B2
284403	8022	WDR62
284406	2616	ZFP82
284408	2605	ZNF790-AS1
284412	2344	LOC284412
284417	1705	TMEM150B
284418	3524	FAM71E2
284422	908	SMIM24
284424	960	MIR7-3HG
284427	1649	SLC25A41
284428	773	MBD3L5
284433	948	OR10H5
284434	8470	NWD1
284439	3965	SLC25A42
284440	2536	LINC00663
284443	6327	ZNF493
284451	1604	ODF3L2
284454	2144	LOC284454
284459	4714	HKR1
284467	1133	FAM19A3
284485	1856	RIIAD1
284486	1146	THEM5
2845	2966	GPR22
284521	1884	OR2L13
284525	4654	SLC9C2
284532	930	OR14A16
284541	3048	CYP4A22
284546	911	C1orf185
284551	2741	LINC01226
284565	4802	NBPF15
284573	1890	LINC00303
284576	2781	LEMD1-AS1
284578	2363	LOC284578
284581	3061	LOC284581
284593	1706	FAM41C
2846	2832	LPAR4
284611	5340	FAM102B
284612	4459	SYPL2
284613	5157	CYB561D1
284615	3614	ANKRD34A
284618	1306	RUSC1-AS1
284632	1846	LOC284632
284648	1494	LOC284648
284649	2454	SMG7-AS1
284654	3089	RSPO1
284656	7687	EPHA10
284661	2074	LOC284661
284677	2501	C1orf204
284680	1173	C1orf111
